species,SC_analysis,SC_source,recording_id,root_area_id,node,Subject,RegionID,FU_DCApost,FU_DCApre,Hard_OO_fraction,LogOutIn,OutputParticipation,Reciprocity,CycleParticipation,inter_out_edges,inter_in_edges,n_functional_units,anatomy_group,complete_primary_measures
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,44,rIO,12,44,,,,0.0,,,,0,0,1,Hind,False
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,46,rRa,12,46,0.0070475038804898,0.062711582089147,0.0,-1.4130102458298237,0.4775071002212592,0.8126595467569679,1.0,19195,78862,1,Hind,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,47,rT,12,47,-0.0309392363179971,0.0591125122216444,0.0806358279862782,-0.0922363084716915,0.6180214192501375,0.6570403690666872,1.0,312789,343012,3,Mes,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,48,raRF,12,48,-0.0316905358464438,0.0640367904681678,0.0,-2.3965460675092163,0.5451089244965381,0.8644008409250176,1.0,8562,94065,1,Hind,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,49,rimRF,12,49,-0.032425718537219,0.0681353378385353,0.0,-0.1598834522576229,0.3537375829063277,0.7350205295200339,0.9938269857001274,141260,165751,1,Hind,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,50,rpRF,12,50,-0.0152065215517252,0.0713622642681139,0.0,-0.8693176462512426,0.5169397687522128,0.7998189544620181,0.991551208227514,79538,189722,1,Hind,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,52,rHb,12,52,-0.0293988053030797,0.0003448218159664,0.4088992794726352,-0.2527994622649376,0.1841395353635994,0.5695615514333895,0.9950942817721908,26092,33597,1,Di,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,53,rHi,12,53,-0.0129134586633107,0.0034957778677578,0.0,-1.473587230018487,0.3602183280666475,0.711864406779661,1.0,295,1291,1,Di,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,56,rOB,12,56,,0.0036748793987106,,-6.418364935936212,,,,0,612,1,Tel,False
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,57,rOE,12,57,,,,0.0,,,,0,0,1,Tel,False
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,58,rP,12,58,-0.0031076451473075,0.0044467710259848,0.6146742509729867,0.7046935429926402,0.2721963708890139,0.2862883725214748,0.9975588973585428,86846,42924,2,Tel,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,60,rPT,12,60,-0.0056529002070979,0.0052416691815745,0.0,-1.1652218530023142,0.5974270144534659,0.8189979837942709,1.0,26287,84295,1,Di,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,61,rPO,12,61,0.0153839405111227,0.0098731897651091,0.5279752845232957,1.0379843262436106,0.2898946190085461,0.2879534767497331,0.9986256559369392,88042,31181,1,Tel,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,62,rPrT,12,62,0.0196846088882975,0.0271378312018758,0.0,-0.0146534731682951,0.6626829894653103,0.6697081692859415,1.0,91183,92529,1,Di,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,64,rSP,12,64,-0.0005391890967019,0.0110766593206931,0.7437077385424493,0.4786994182268569,0.0784801687607708,0.4629977460555973,0.9763335837716004,10648,6597,1,Tel,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,65,rTeO,12,65,-0.0400708545922232,0.013633329726517,0.1565836547003754,-0.1970754753546619,0.5752618567455278,0.7054176325750388,0.9998427696094568,1291099,1572347,18,Mes,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,66,rTh,12,66,0.0047774898455888,0.0167354250365154,0.4423439218547517,-0.0293802684664794,0.5287351356017519,0.4859194807740474,0.997566128347254,183658,189134,2,Di,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,67,rTL,12,67,-0.0332982032792186,0.0059276097975191,0.3851992409867172,-0.4970954309540886,0.356260959424475,0.1423149905123339,1.0,527,867,1,Mes,True
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,68,rTS,12,68,,0.0237599289387322,,-6.556778356158042,,,,0,703,1,Mes,False
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,69,rTG,12,69,,,,0.0,,,,0,0,1,Hind,False
Zebrafish,functional_unit,fcs_calibrated_skeleton_kmeans_nearest_r12,subject_12,70,rVR,12,70,0.0023323446020083,-0.0331500896716829,0.5649801587301587,0.9074025160069428,0.5658463142522956,0.207010582010582,1.0,12096,4881,1,Hind,True
