species,recording_id,root_area_id,node,n_clusters,EdgeStdFCV,FCS,ProfileCorrDistFCV,NetTE,NeighborNetTE,te_source,anatomy_group,complete_five_measures
Zebrafish,subject_14,34,VR,1,0.3692569960737974,0.3176820483911675,0.4691395764158421,-0.005215800374338,-0.0001675333571646,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_14,35,NX,1,0.3385803074854254,0.4497817749659933,0.3997128232242373,0.0086138134760618,0.0002488981902566,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_14,36,rMON,2,0.296877553288436,0.2696207216960859,0.5037685245375542,-0.0104907056167544,0.0012277463800971,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_14,37,rCb,4,0.3225646291711359,0.4628234942466798,0.4354487009122967,-0.00326553015696,0.0002260834338426,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_14,38,rMOS1,4,0.3195654197775114,0.5072188854201336,0.3837944953849751,0.0006468693939909,0.0001561700752212,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_14,39,rMOS2,2,0.3398593538991749,0.4579557891050567,0.3798530420857026,-0.0111601145920066,0.0003874556474156,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_14,40,rMOS3,3,0.3242399588983556,0.5083531470714533,0.4104117569258093,-0.0016882149605378,0.00011872525671,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_14,41,rMOS4,2,0.3191370048708165,0.5286675739952408,0.3893661299835906,0.0096684462929307,5.8280577097156633e-05,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_14,42,rMOS5,4,0.3272424932329183,0.4615578238102067,0.4383041101753777,0.0051220091263895,0.0001868011073071,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_14,43,rIPN,1,0.3264742744504785,0.4673417537642251,0.4460306093859411,0.0103137016378159,8.358019611183564e-05,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_14,44,rIO,1,0.3615187247414735,0.1323181225294118,0.7422833707677888,-0.0061976991017142,0.0001453137401439,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_14,45,rHc,1,0.3085985722248379,0.3733836549471263,0.4760821811940007,-0.0511769414925312,0.0007048656240594,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_14,46,rRa,1,0.336256357889141,0.507198695692304,0.4004373689067352,-0.0079116736365237,0.0002243081420453,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_14,47,rT,3,0.3351683255432121,0.5004434848364294,0.4114249556695178,-0.0020723911313451,0.0001493081725263,computed_from_spatial_unit_calcium,Mes,True
Zebrafish,subject_14,48,raRF,1,0.3133556992798736,0.5244808807524657,0.3843282954514668,-0.013488940218173,0.0001357270151817,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_14,49,rimRF,1,0.3087548305789612,0.5534826104575623,0.3476226112831889,-0.0014969075331468,0.0001529787480313,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_14,50,rpRF,2,0.3346808925311137,0.4329774478530678,0.4422174411056442,-0.0051313183247904,0.0003689504899913,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_14,52,rHb,1,0.4007994229410043,0.2983491000736252,0.6558427332145818,0.0228703883564603,8.849795849198561e-05,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_14,53,rHi,1,0.318348717339128,0.5240726247967807,0.3807649922093987,-0.0146677261776667,0.000260893817822,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_14,54,rHR,1,0.3215756300828499,0.5115632891793012,0.4077803134457728,-0.0151661568327535,0.0001506845413727,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_14,56,rOB,1,0.3928968407751671,0.2322438808624741,0.6482827987970031,0.0052577275304115,0.0011578059198325,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_14,57,rOE,1,0.3824653949280253,0.1262127998013126,0.7621569299179417,0.0002769207653148,0.0007848713124228,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_14,58,rP,2,0.3567670933875587,0.391232038363146,0.4939207471364552,0.0068398519978288,0.000332697113491,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_14,60,rPT,1,0.31684985688264,0.5435199341569822,0.3607878046370741,0.0138168785833264,-5.576564758313608e-05,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_14,61,rPO,1,0.3446056716194998,0.4642816589741358,0.4302045224497143,-0.0004817101035641,0.0002939598774063,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_14,62,rPrT,1,0.3284799568601831,0.5249941293211864,0.3774834853128548,0.0214087261146573,-5.520974507726413e-05,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_14,64,rSP,1,0.3499015950839858,0.401835360285572,0.4573862765034454,-0.0025948254090318,0.0004010433744327,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_14,65,rTeO,16,0.3414401708817659,0.3539887692982035,0.5352328237938436,0.0024984060472929,0.0003003498786213,computed_from_spatial_unit_calcium,Mes,True
Zebrafish,subject_14,66,rTh,3,0.3579120966054931,0.4850474778381732,0.4113332225518227,0.0167375709670617,6.680332928870373e-05,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_14,67,rTL,1,0.3314500341601066,0.3957057326356449,0.4346160411818686,-0.0203347008919822,0.0006616239063954,computed_from_spatial_unit_calcium,Mes,True
Zebrafish,subject_14,68,rTS,1,0.3162059343956909,0.2576378874753283,0.6519620443298911,-0.0102980927191583,0.0001117199622396,computed_from_spatial_unit_calcium,Mes,True
Zebrafish,subject_14,70,rVR,1,0.3481749849324716,0.2958310915412976,0.5450556340832127,-0.0074159134191043,-2.3322548781988752e-05,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_14,71,rNX,1,0.3494784239287543,0.4478488758507251,0.3998782295703845,-0.0046565673898077,0.0003050615042966,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_15,0,MON,1,0.3414859806228801,0.0493519620320798,0.5404120737844758,0.0021519972346622,0.0004713044109369,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_15,1,Cb,3,0.343118081039314,0.2530129199781409,0.5977585847985649,-0.0012184002409331,0.0006333712402616,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_15,2,MOS1,3,0.377200898028193,0.3344656079681461,0.4799126662839278,0.0161259754400588,0.0003239291365516,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_15,3,MOS2,1,0.3637519496897912,0.3578272708040764,0.420496355154267,0.024967141914992,0.0002227733244838,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_15,4,MOS3,2,0.3785666702291466,0.3365532707948908,0.4632961438988543,0.0120919965388015,0.0002367589243243,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_15,5,MOS4,2,0.3585994828466323,0.3484592034013667,0.4399646755971052,0.0125515193638817,0.0002253311235794,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_15,6,MOS5,2,0.3566595452198947,0.2994098272621143,0.4732112630891838,0.017739069660458,0.0002027990640029,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_15,7,IPN,1,0.3876430696229855,0.1442074989745708,0.6467623850740227,0.0034605606133308,0.001433193659763,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_15,8,IO,1,0.3310939378310691,0.1549371069898849,0.6641923796803674,-0.0119959343701169,0.0024133200714688,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_15,9,Hc,1,0.270661847617414,0.1524407599165716,0.7094928990961629,-0.0317199367366013,0.0030046905960875,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_15,10,Ra,1,0.3635823282973293,0.3221016761294643,0.5036179340922465,0.0057669926434827,0.0002459293149663,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_15,11,T,1,0.3460396891509438,0.3998358066166342,0.5111318727682268,-0.0006988996232217,5.625088592352894e-05,computed_from_spatial_unit_calcium,Mes,True
Zebrafish,subject_15,12,aRF,1,0.3598572309679281,0.3449525319031132,0.4879099331539224,-0.009652758351047,0.0004456460287576,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_15,13,imRF,1,0.3606612377198535,0.3425693102218454,0.4337475300465495,0.0088230539057118,0.0005485662246834,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_15,14,pRF,1,0.3761298534029552,0.3246257576946498,0.4482764857801523,0.0151800577482289,0.0007916946835786,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_15,16,Hb,1,0.3378465761283477,0.1149089209145404,0.7077735059189674,-0.0063164523812093,0.0028171087404845,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_15,17,Hi,1,0.3559183460453341,0.268380592434055,0.5251048287146433,-0.02214794029326,0.0006586129880397,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_15,18,HR,1,0.3443556142459958,0.2742059084903885,0.5389750967129364,-0.0408253488447221,0.000993986834065,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_15,19,OG,1,0.2686000813148628,0.1228626461934947,0.7552062634281597,-0.0014644488396958,0.0026883672449451,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_15,20,OB,1,0.3938417403888742,0.0167770698164837,0.7845928450949804,-0.0045006035158417,-0.0043195775440393,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_15,22,P,1,0.3734493259626882,0.2353453865863744,0.6290821730383893,0.0063032192732324,0.0004525609997716,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_15,24,PT,1,0.3638878823478433,0.3229805064340043,0.4943274134227395,0.0014175520119689,0.000427025684546,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_15,25,PO,1,0.3848149804116317,0.2574409064939695,0.5157347258534991,0.008835844186249,0.0010368901248431,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_15,26,PrT,1,0.3689485004677417,0.32321519787615,0.5198283496891265,-0.0013326108290671,0.0008220090718908,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_15,28,SP,1,0.3879206851090404,0.257462379729861,0.5590895265549145,0.0237511843884138,0.000405771237081,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_15,29,TeO,10,0.3243839990117129,0.1568963627775888,0.6349928057628345,-0.0074951876907538,0.0003742308069439,computed_from_spatial_unit_calcium,Mes,True
Zebrafish,subject_15,30,Th,2,0.3496852463105626,0.2830600563269253,0.5566676647179982,0.0026084062920279,0.0007052765422638,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_15,31,TL,1,0.3412463511858933,0.1107885868846184,0.7289943405253702,-0.0046189640083185,-0.00089810013348,computed_from_spatial_unit_calcium,Mes,True
Zebrafish,subject_15,32,TS,1,0.3261343407689206,0.1590099603092285,0.6096353149852183,-0.0087023326357985,0.0038246460766189,computed_from_spatial_unit_calcium,Mes,True
Zebrafish,subject_15,33,TG,1,0.2511153523480504,0.1075477755256424,0.6893039825387116,-0.0139954607357044,0.0003979760893802,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_15,34,VR,1,0.3632525181651014,0.2814784457008898,0.4725848443052051,0.0031978989108921,0.001388117238416,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_15,35,NX,1,0.3579118825275899,0.3201261194519954,0.4225502133474557,0.0122047932680418,0.0008890309831985,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_15,36,rMON,2,0.3330509956701145,0.0613762422940998,0.5410668738944516,0.0019175440551828,0.0022324372018589,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_15,37,rCb,3,0.3551431987467416,0.299167360012093,0.5709085215235534,0.0021491082404901,0.0004729415079184,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_15,38,rMOS1,2,0.3802216609782707,0.3379332373827191,0.4609220869891568,0.0143766803053734,0.0008015519640025,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_15,39,rMOS2,1,0.3668303431340687,0.341500746429304,0.4097861224153999,0.0219129177583048,0.0005473699087626,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_15,40,rMOS3,2,0.3792430558668844,0.341779297916789,0.5009827295171235,0.0134322137205004,0.0002651734046812,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_15,41,rMOS4,2,0.3565449239792839,0.3573089211758462,0.4678497870364637,0.0144677344690882,0.0004083087153235,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_15,42,rMOS5,3,0.3486505327522008,0.3048541367030138,0.5166125925876436,0.0082136096808267,0.0009288342428879,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_15,43,rIPN,1,0.3578065524576258,0.2575778340736547,0.5849066487665799,0.00242077006742,0.0005882475837423,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_15,44,rIO,1,0.3591745177234579,0.1689329203717485,0.6577234301491235,-0.0074101449577087,0.0022092314835904,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_15,45,rHc,1,0.3253005390044989,0.2220640279565701,0.6024515884274082,-0.0397082543648574,0.0016247653843369,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_15,46,rRa,1,0.3649866848095901,0.3089147504102613,0.5565746845424746,0.0090475158873133,0.0002492399310622,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_15,47,rT,1,0.3503401831791407,0.4051202975272604,0.5165451358803241,0.0050771360476272,-9.2310694120955e-05,computed_from_spatial_unit_calcium,Mes,True
Zebrafish,subject_15,48,raRF,1,0.3580092772001262,0.375753370408701,0.5041763586288331,-0.0084216096888226,0.0004450078648016,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_15,49,rimRF,1,0.3444736716635008,0.3601892112430455,0.4078548366893476,-0.0028433124666818,0.000458033368227,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_15,50,rpRF,1,0.3867762065794385,0.279271867018676,0.4478654859753355,0.0036755568056431,0.0016969018860036,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_15,52,rHb,1,0.3490928544400546,0.1130849864855322,0.6742284529554958,-0.0105081462144854,0.0026171471519603,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_15,53,rHi,1,0.3528663501703331,0.3275557718228267,0.5196673108409495,-0.0074916437566222,0.0005197654075975,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_15,54,rHR,1,0.3512639640367989,0.2666262325757676,0.5591066728864891,-0.0283241591151295,0.0011500133127331,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_15,55,rOG,1,0.2600515386047767,0.1359651605503121,0.7435469333363887,-0.0158742589236089,0.002817624124584,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_15,56,rOB,1,0.3466943300798258,0.0374185533129003,0.7902149217407843,-0.0002723059217451,0.004275597746944,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_15,58,rP,1,0.3795302270504632,0.2437463431356288,0.6092098253911773,0.0007068677390069,0.0008551087203091,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_15,60,rPT,1,0.380175306611535,0.2834092926198439,0.5855257850940211,-0.0126716738956419,0.0010811647911517,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_15,61,rPO,1,0.3953217426760933,0.2640221780491214,0.5572516120485107,0.0138098285596779,0.0008925483731601,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_15,62,rPrT,1,0.3653906386874059,0.3411451050995661,0.5086027783666994,-0.0011427011257861,0.0004807288850924,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_15,64,rSP,1,0.4073196519108693,0.256225714212102,0.6060475782806031,0.0179298407232611,0.0004166303088858,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_15,65,rTeO,10,0.3528283064703968,0.202688750091607,0.5787110811966756,-0.0048608120463238,0.0012900669520182,computed_from_spatial_unit_calcium,Mes,True
Zebrafish,subject_15,66,rTh,2,0.3652234364108693,0.2252555286298371,0.5568154229955096,-0.004118523578642,0.0014507110146739,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_15,67,rTL,1,0.3599360434864102,0.1101341814848795,0.6429304509640611,0.0032962761939768,0.0004637735163238,computed_from_spatial_unit_calcium,Mes,True
Zebrafish,subject_15,68,rTS,1,0.3252971868103284,0.1963278124980395,0.698163511269614,-0.0311273665374759,-2.4724529831327557e-05,computed_from_spatial_unit_calcium,Mes,True
Zebrafish,subject_15,69,rTG,1,0.2423152272142775,0.0483679311513473,0.8053062000466895,0.0022012719040594,-0.0311273665374759,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_15,70,rVR,1,0.3719422768814385,0.2641427049962159,0.47266253220605,0.0004054832732639,0.001480496043597,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_15,71,rNX,1,0.3637088128303797,0.330889659944928,0.4453121396757219,0.0048393434305133,0.0013320647943642,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_16,0,MON,2,0.3211974695251583,0.0921001512610505,0.6169639997714458,0.0007512564068892,-0.0006046636223671,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_16,1,Cb,4,0.3200494311509148,0.2025489309219703,0.5947625755575547,0.0010617699834153,-0.0006911965122778,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_16,2,MOS1,3,0.3453306619046634,0.1847540276913234,0.5246031868159016,0.0019909361212328,-0.0003093231599364,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_16,3,MOS2,1,0.3426766515275863,0.2097696346265381,0.4622773432047874,-5.273019551167724e-05,-0.0005535568625646,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_16,4,MOS3,3,0.3538241923332418,0.1998369706878129,0.5448854001639605,0.0017278603221051,-0.0004048020787591,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_16,5,MOS4,2,0.3320119638248344,0.2410195697241852,0.4965070521536603,-0.000417602973869,-0.0003764595653672,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_16,6,MOS5,2,0.3419842120320762,0.1866588241581657,0.643429123793299,0.0030786778051154,-0.0006209382099909,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_16,7,IPN,1,0.3348309002355237,0.0975267547970656,0.7457147881475386,-0.0042434945596055,-0.0003238631102628,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_16,8,IO,1,0.2898023780584159,0.0365507771088774,0.8071857163174745,-0.0087042590747624,0.0061376585077925,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_16,9,Hc,1,0.2378458651578831,0.0224200442211313,0.8149488065878938,-9.352189332964066e-05,,computed_from_spatial_unit_calcium,Di,False
Zebrafish,subject_16,10,Ra,1,0.3240410619772076,0.1292319787230362,0.6786590284057664,-0.0020664934939229,-0.0002376411122987,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_16,11,T,2,0.333437855214386,0.2354640584064882,0.5605514161840599,-0.0040506921499782,-0.0003172731233626,computed_from_spatial_unit_calcium,Mes,True
Zebrafish,subject_16,12,aRF,1,0.3085634657215812,0.2246962255072739,0.5710094705882727,-0.0060404785272119,-0.0004126965831097,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_16,13,imRF,1,0.3347708771986901,0.2201778866497717,0.4734947649244432,-0.0016551369564258,-0.0002432016495978,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_16,14,pRF,1,0.3681087973733671,0.1386250824287639,0.5614640123674208,-0.0031471871155818,6.054548681808815e-05,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_16,16,Hb,1,0.3170216947858006,0.0743945370788376,0.7464697539512093,-0.0003577417757525,0.0006894932505807,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_16,17,Hi,1,0.2826793626924563,0.1555999236552965,0.6971576827750625,-0.0035308633903396,-0.000594513076374,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_16,18,HR,1,0.2992619143816696,0.1216865591703383,0.6802295790820697,-0.0058355228229571,-0.000231285944485,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_16,19,OG,1,0.2454608752921985,0.0304107177042544,0.7781707221017778,0.0021808589093749,,computed_from_spatial_unit_calcium,Tel,False
Zebrafish,subject_16,20,OB,1,0.3566500784100796,0.0389096868423134,0.6590249979350691,0.0062678017381216,0.003528548606535,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_16,21,OE,1,0.3547481032163505,-0.0137744058959935,0.7610389653484606,0.0050858678078571,0.0041803896686402,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_16,22,P,1,0.3603068670108655,0.0779528522799672,0.5756988305179331,0.0059306204714008,0.0018700160339582,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_16,24,PT,1,0.3063272937263027,0.2012339415652949,0.5865731249081846,-0.0042942059109907,-5.793067982811946e-06,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_16,25,PO,1,0.3564723021141808,0.1155491077865747,0.5891431968761285,0.0004941066472647,0.001032770066444,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_16,26,PrT,1,0.3171757527473939,0.244635539991262,0.5981448287207894,-0.0085204026086927,-0.0004131485437415,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_16,28,SP,1,0.376310296795239,0.0537636224853827,0.5817560284284387,0.008027472185234,0.0028312161212562,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_16,29,TeO,15,0.3210780881403574,0.1622814264675385,0.5924512440594611,-0.0020213855830716,-0.0010980283563343,computed_from_spatial_unit_calcium,Mes,True
Zebrafish,subject_16,30,Th,2,0.3146487201642032,0.1696361156149672,0.6628734266220859,-0.001040894862345,0.0002959163055098,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_16,31,TL,1,0.359304652235852,0.0631298581199748,0.7542482064709692,0.00118841080631,0.000658029939613,computed_from_spatial_unit_calcium,Mes,True
Zebrafish,subject_16,32,TS,1,0.3139079550468565,0.1338617240699901,0.6409637910270226,-0.0020305359925351,-0.0012627199127217,computed_from_spatial_unit_calcium,Mes,True
Zebrafish,subject_16,33,TG,1,0.2825908329100965,0.0449074211734282,0.7321094091096378,-0.0013756933631831,-0.0005151924107697,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_16,34,VR,1,0.3031461368051744,0.1924372274078415,0.5103710529119,-0.0035719667339927,-0.0004426044413135,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_16,35,NX,1,0.3358587069984093,0.2246304782406065,0.4965592082719089,0.0013835795227993,-0.0004526338241099,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_16,36,rMON,2,0.3155253187430635,0.0754983968636192,0.6085580974788133,-0.0008449870422081,-9.956902097548644e-05,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_16,37,rCb,4,0.3205631958222046,0.2180917913223505,0.6165015611084356,-0.002147869661579,-0.0004054483272263,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_16,38,rMOS1,3,0.344993553394576,0.2144488829070444,0.5106112220376219,0.0041862625392805,-0.000321896160378,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_16,39,rMOS2,1,0.3296920566762074,0.2357769022615806,0.4162408994500814,-0.0006366341779798,-0.0002958899896455,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_16,40,rMOS3,3,0.343791328799206,0.2195460122116885,0.5111825720533334,0.005263365881145,-0.0003660539187725,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_16,41,rMOS4,3,0.3256824685113781,0.2120357915466472,0.4842592956201605,0.0008582745957814,-0.0002348046181077,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_16,42,rMOS5,4,0.3298046412432037,0.1465278387018989,0.5986631436957536,0.000576060025627,0.0003014383273479,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_16,43,rIPN,1,0.313733841539892,0.1361540618112748,0.7263958728531023,-0.0045977001787848,-0.0003056939131767,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_16,44,rIO,1,0.3190738552436766,0.0881893373549732,0.7501524833565988,-0.0030040971120534,-0.0005140919407286,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_16,46,rRa,1,0.3044324842183645,0.1177526195894017,0.6733528057636308,0.0011101722643388,-0.0002188120343262,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_16,47,rT,2,0.3357231979509497,0.2527220075216956,0.5752205405589024,-0.0020393020735462,-0.0003904290858487,computed_from_spatial_unit_calcium,Mes,True
Zebrafish,subject_16,48,raRF,1,0.2994674448912391,0.2398915719890155,0.5794182379221251,-0.0068045450885476,-0.0003624671342587,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_16,49,rimRF,1,0.3459529499904364,0.2402724477140378,0.4484938658963759,0.0040437395189648,-0.0002775478018479,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_16,50,rpRF,1,0.3569719228630323,0.1718752284022262,0.4663276003727704,0.0053874993807218,-0.0004442267731791,computed_from_spatial_unit_calcium,Hind,True
Zebrafish,subject_16,52,rHb,1,0.3488931920143863,0.0549470261966122,0.7580066563119295,0.0014215893258731,0.0005510950530196,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_16,53,rHi,1,0.3045776695968958,0.2076890208290193,0.6714839171285101,-0.0096361127967299,-0.0003698764865101,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_16,54,rHR,1,0.2978696473292609,0.1626002234755761,0.6583376552076197,0.0002237845019084,-0.000204412088775,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_16,55,rOG,1,0.2680991733817046,0.0254319835457752,0.8055262014228642,0.0014908762867913,0.0053874993807218,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_16,56,rOB,1,0.3728897191177673,0.0227560755711172,0.7544824761929897,0.0109416344966331,0.004260079310133,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_16,57,rOE,1,0.3553976506446789,0.0532836715293924,0.7747205866424055,0.0080891492860905,0.0053865557308939,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_16,58,rP,1,0.3622920162318411,0.0811070599757843,0.6253014909345443,0.000574452251804,0.0031526870983884,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_16,60,rPT,1,0.3447401521940869,0.2249062358396405,0.5948751294353279,0.0066802150889943,-0.000405321789263,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_16,61,rPO,1,0.3701560510177108,0.1439073000194048,0.6178004468395761,0.0073215197790738,0.0005726067813761,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_16,62,rPrT,1,0.3331751927983113,0.2308198906847217,0.6277594171701325,-0.0076657877840162,-0.0004067419833921,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_16,64,rSP,1,0.3773819350497636,0.0544813131257422,0.5732190917506467,0.0075311231666926,0.0035955235152622,computed_from_spatial_unit_calcium,Tel,True
Zebrafish,subject_16,65,rTeO,15,0.3345196976688071,0.1577477267881314,0.608021041233102,0.0001526330374466,-0.0007957981729779,computed_from_spatial_unit_calcium,Mes,True
Zebrafish,subject_16,66,rTh,2,0.3467753872159774,0.1838501068674815,0.6544617781759074,0.0024818980374455,2.8564496592200405e-05,computed_from_spatial_unit_calcium,Di,True
Zebrafish,subject_16,67,rTL,1,0.3108213821864434,0.1026417702565634,0.7546976240061813,0.001681741895908,-0.0004426651769771,computed_from_spatial_unit_calcium,Mes,True
Zebrafish,subject_16,68,rTS,1,0.3078348388730835,0.1022331286812804,0.6455750003313883,-0.0045977941254756,-0.0014824200097929,computed_from_spatial_unit_calcium,Mes,True
